,file,mrrs_fb0,mrrs_fb1,mrrs_fb2
0,00037.wav,0.023809523809523808,0.023809523809523808,0.023809523809523808
1,00014.wav,0.037037037037037035,0.03333333333333333,0.03333333333333333
2,00031.wav,0.06666666666666667,0.041666666666666664,0.041666666666666664
3,00024.wav,0.04,0.07692307692307693,0.07692307692307693
4,00019.wav,0.047619047619047616,0.03225806451612903,0.03225806451612903
5,00042.wav,0.03571428571428571,0.03333333333333333,0.03333333333333333
6,00043.wav,0.5,0.16666666666666666,0.16666666666666666
7,00046.wav,0.1,0.041666666666666664,0.041666666666666664
8,00029.wav,0.05555555555555555,0.05555555555555555,0.05555555555555555
9,00045.wav,0.058823529411764705,1.0,1.0
10,00013.wav,0.06666666666666667,0.07142857142857142,0.07142857142857142
11,00027.wav,0.02702702702702703,0.03333333333333333,0.03333333333333333
12,00011.wav,0.07142857142857142,0.14285714285714285,0.14285714285714285
13,00040.wav,0.5,0.16666666666666666,0.16666666666666666
14,00039.wav,0.025,0.047619047619047616,0.047619047619047616
15,00018.wav,0.02702702702702703,0.022222222222222223,0.022222222222222223
16,00041.wav,0.05555555555555555,0.05555555555555555,0.05555555555555555
17,00012.wav,0.023809523809523808,0.023809523809523808,0.023809523809523808
18,00044.wav,1.0,1.0,1.0
19,00033.wav,0.029411764705882353,0.029411764705882353,0.029411764705882353
20,00034.wav,0.25,0.02631578947368421,0.02631578947368421
21,00017.wav,0.09090909090909091,0.0625,0.0625
22,00032.wav,0.02631578947368421,0.02631578947368421,0.02631578947368421
23,00026.wav,0.02631578947368421,0.02631578947368421,0.02631578947368421
24,00035.wav,0.02564102564102564,0.02564102564102564,0.02564102564102564
25,00025.wav,0.038461538461538464,0.038461538461538464,0.038461538461538464
26,00016.wav,0.5,1.0,1.0
27,00028.wav,0.022727272727272728,0.022727272727272728,0.022727272727272728
28,00021.wav,0.2,0.03571428571428571,0.03571428571428571
29,00022.wav,0.1111111111111111,0.08333333333333333,0.08333333333333333
30,00030.wav,0.022222222222222223,0.022222222222222223,0.022222222222222223
31,00020.wav,0.5,1.0,1.0
